CaseID,Activity,Resource,Timestamp,ActivityID,ResourceID
1-407876996,Queued,Ing-Marie,2010/10/08 16:19:28.000000,2,18
1-372029512,Accepted,Tomas,2010/10/19 13:43:59.000000,1,1
1-372029512,Accepted,Tomas,2011/10/20 13:21:34.000000,1,1
1-372029512,Completed,Tomas,2012/01/30 13:18:55.000000,3,1
1-413205820,Accepted,Fredrik,2010/10/25 12:53:47.000000,1,21
1-413205820,Accepted,Fredrik,2011/10/05 22:07:51.000000,1,21
1-413205820,Queued,Fredrik,2011/10/05 22:07:59.000000,2,21
1-413205820,Accepted,Fredrik,2011/10/06 19:05:33.000000,1,21
1-413205820,Accepted,Joakim,2011/12/06 21:31:33.000000,1,14
1-413205820,Completed,Joakim,2012/01/04 13:52:57.000000,3,14
1-413665008,Accepted,Tomas,2010/10/26 08:14:34.000000,1,1
1-413665008,Completed,Tomas,2012/05/29 09:24:46.000000,3,1
1-415000020,Accepted,Jonas,2010/11/01 08:37:07.000000,1,22
1-415000020,Queued,Anna,2010/11/01 11:00:46.000000,2,23
1-415000020,Accepted,Anna,2011/09/08 10:19:39.000000,1,23
1-415000020,Accepted,Anna,2011/09/08 10:19:45.000000,1,23
1-415000020,Accepted,Anna,2012/02/01 14:00:34.000000,1,23
1-415000020,Completed,Anna,2012/02/01 14:00:54.000000,3,23
1-415822336,Accepted,Viktoria,2010/11/03 08:04:02.000000,1,24
1-415822336,Accepted,Viktoria,2010/11/03 09:52:09.000000,1,24
1-415822336,Queued,Viktoria,2010/11/24 13:41:08.000000,2,24
1-415822336,Queued,Viktoria,2010/11/24 14:08:53.000000,2,24
1-415822336,Queued,Viktoria,2010/11/25 14:37:13.000000,2,24
1-415822336,Accepted,Viktoria,2010/11/25 14:38:42.000000,1,24
1-415822336,Accepted,Viktoria,2010/11/25 14:40:20.000000,1,24
1-422418092,Accepted,Viktoria,2010/11/19 18:20:40.000000,1,24
1-422418092,Queued,Viktoria,2010/11/19 18:25:24.000000,2,24
1-422418092,Accepted,David,2012/02/06 12:47:29.000000,1,10
1-422418092,Accepted,David,2012/02/06 12:48:30.000000,1,10
1-427955007,Accepted,Roland,2010/12/07 14:24:36.000000,1,25
1-427955007,Accepted,Roland,2011/01/18 10:59:26.000000,1,25
1-427955007,Accepted,Roland,2011/01/26 07:48:18.000000,1,25
1-427955007,Accepted,Roland,2011/04/28 07:46:03.000000,1,25
1-427955007,Completed,Roland,2012/01/26 10:47:59.000000,3,25
1-430880486,Accepted,Katarina,2010/12/16 11:55:48.000000,1,26
1-430880486,Accepted,Katarina,2011/03/21 17:11:52.000000,1,26
1-430880486,Completed,Katarina,2012/02/29 14:38:04.000000,3,26
1-433910332,Accepted,Ian,2010/12/28 14:28:04.000000,1,27
1-433910332,Accepted,Ian,2010/12/28 14:28:11.000000,1,27
1-433910332,Accepted,Ian,2011/01/03 08:41:42.000000,1,27
1-433910332,Accepted,Ian,2011/01/28 16:48:20.000000,1,27
1-433910332,Accepted,Ian,2011/03/31 09:34:29.000000,1,27
1-433910332,Accepted,Ian,2011/04/06 12:16:21.000000,1,27
1-433910332,Accepted,Ian,2011/06/29 15:04:50.000000,1,27
1-439833168,Accepted,Per,2011/01/14 13:10:28.000000,1,15
1-439833168,Accepted,Per,2011/01/14 14:54:33.000000,1,15
1-439833168,Completed,Per,2012/02/29 15:27:57.000000,3,15
1-441507371,Accepted,Ing-Marie,2011/01/18 10:35:34.000000,1,18
1-441507371,Queued,Ing-Marie,2011/01/18 10:46:33.000000,2,18
1-443175071,Accepted,Katarina,2011/01/20 17:18:05.000000,1,26
1-443175071,Accepted,Katarina,2011/03/21 17:30:18.000000,1,26
1-443175071,Completed,Katarina,2012/03/19 08:18:42.000000,3,26
1-473084325,Queued,Martin,2011/02/03 10:33:47.000000,2,28
1-473084325,Queued,Olivier,2011/09/13 16:53:00.000000,2,29
1-473084325,Queued,Olivier,2011/09/16 11:27:06.000000,2,29
1-473084325,Queued,Britt,2012/02/02 16:48:22.000000,2,30
1-473084325,Accepted,Britt,2012/02/06 10:26:00.000000,1,30
1-473084325,Accepted,Britt,2012/02/06 12:32:58.000000,1,30
1-473084325,Completed,Britt,2012/03/14 13:52:06.000000,3,30
1-479002951,Accepted,Per,2011/02/04 14:21:41.000000,1,15
1-479002951,Accepted,Per,2011/03/13 13:11:06.000000,1,15
1-479002951,Completed,Per,2012/02/29 14:27:21.000000,3,15
1-489198755,Accepted,Katarina,2011/02/08 16:10:53.000000,1,26
1-489198755,Accepted,Katarina,2011/03/21 17:26:55.000000,1,26
1-489198755,Completed,Katarina,2012/02/14 16:45:26.000000,3,26
1-498324124,Accepted,Michal,2011/02/16 16:40:03.000000,1,31
1-498324124,Accepted,Michal,2011/02/17 12:13:53.000000,1,31
1-498324124,Accepted,Michal,2011/04/19 13:41:04.000000,1,31
1-502769178,Accepted,Joakim,2011/02/23 17:45:04.000000,1,14
1-502769178,Accepted,Joakim,2011/02/23 17:52:29.000000,1,14
1-502769178,Accepted,Joakim,2011/05/04 09:05:50.000000,1,14
1-502769178,Queued,Joakim,2011/09/05 09:10:57.000000,2,14
1-506092586,Accepted,Per,2011/03/07 12:36:20.000000,1,15
1-506092586,Completed,Per,2012/01/26 11:25:15.000000,3,15
1-384097130,Accepted,Jonas,2011/03/10 16:02:06.000000,1,22
1-384097130,Accepted,Jonas,2011/03/29 09:44:20.000000,1,22
1-384097130,Accepted,Jonas,2011/04/13 14:23:07.000000,1,22
1-507679771,Accepted,Katarina,2011/03/14 15:04:30.000000,1,26
1-507679771,Completed,Katarina,2012/02/01 16:12:52.000000,3,26
1-510399424,Accepted,Timothy,2011/03/25 13:21:36.000000,1,32
1-510399424,Completed,Timothy,2012/02/15 11:41:23.000000,3,32
1-512617571,Accepted,Ian,2011/04/04 11:48:35.000000,1,27
1-512617571,Accepted,Ian,2011/04/04 11:49:23.000000,1,27
1-512617571,Accepted,Andrew,2011/08/18 13:05:34.000000,1,33
1-512617571,Accepted,Andrew,2011/08/19 15:27:15.000000,1,33
1-512617571,Accepted,Andrew,2011/11/01 14:29:18.000000,1,33
1-512617571,Completed,Andrew,2012/02/15 12:12:58.000000,3,33
1-513031774,Accepted,Roland,2011/04/05 07:39:04.000000,1,25
1-513031774,Completed,Roland,2012/03/13 15:47:40.000000,3,25
1-514618724,Accepted,Mikael,2011/04/08 10:57:43.000000,1,34
1-514618724,Accepted,Mikael,2011/04/11 09:18:36.000000,1,34
1-514618724,Accepted,Mikael,2012/02/21 10:22:27.000000,1,34
1-514618724,Completed,Mikael,2012/02/21 10:31:26.000000,3,34
1-515461174,Accepted,Roland,2011/04/11 14:56:28.000000,1,25
1-515461174,Accepted,Roland,2011/12/13 10:21:26.000000,1,25
1-515461174,Accepted,Roland,2012/02/08 22:09:00.000000,1,25
1-515461174,Completed,Roland,2012/03/26 08:27:45.000000,3,25
1-520127960,Accepted,Per,2011/04/25 05:46:33.000000,1,15
1-520127960,Accepted,Per,2011/04/25 05:48:34.000000,1,15
1-520127960,Completed,Per,2012/01/26 11:31:40.000000,3,15
1-520705880,Accepted,Tomas,2011/04/26 16:44:41.000000,1,1
1-520705880,Accepted,Tomas,2011/11/15 12:56:41.000000,1,1
1-520705880,Completed,Tomas,2012/05/29 09:18:46.000000,3,1
1-522222222,Accepted,Erik,2011/05/02 08:45:31.000000,1,35
1-522222222,Completed,Erik,2012/02/27 14:31:45.000000,3,35
1-522460624,Accepted,Jonas,2011/05/03 06:29:33.000000,1,22
1-522460624,Queued,Jonas,2011/05/03 06:31:51.000000,2,22
1-522949376,Accepted,Arun,2011/05/04 10:53:03.000000,1,36
1-522949376,Queued,Arun,2011/05/18 14:42:40.000000,2,36
1-525589021,Accepted,Katarina,2011/05/13 16:23:13.000000,1,26
1-525589021,Completed,Katarina,2012/02/01 16:40:02.000000,3,26
1-526037041,Accepted,Katarina,2011/05/16 14:09:56.000000,1,26
1-526037041,Completed,Katarina,2012/02/01 16:50:06.000000,3,26
1-527208576,Accepted,Roland,2011/05/19 22:28:42.000000,1,25
1-527208576,Accepted,Roland,2011/10/27 12:59:32.000000,1,25
1-527208576,Completed,Roland,2012/02/08 22:43:06.000000,3,25
1-531872604,Accepted,Jonas,2011/06/07 22:21:06.000000,1,22
1-531872604,Accepted,Jonas,2011/06/08 12:12:31.000000,1,22
1-531872604,Queued,Jonas,2011/06/30 09:19:59.000000,2,22
1-534493180,Accepted,Ian,2011/06/17 08:24:42.000000,1,27
1-534493180,Accepted,Ian,2011/06/17 08:25:34.000000,1,27
1-406066421,Accepted,Kenneth,2011/06/17 10:16:19.000000,1,37
1-406066421,Completed,Kenneth,2012/01/04 12:33:27.000000,3,37
1-535439201,Accepted,Lars,2011/06/21 10:23:47.000000,1,38
1-535439201,Accepted,Lars,2011/06/21 10:44:50.000000,1,38
1-535439201,Completed,Lars,2012/03/02 09:16:48.000000,3,38
1-535418135,Accepted,Michal,2011/06/21 11:01:27.000000,1,31
1-535418135,Accepted,Michal,2011/07/28 13:22:47.000000,1,31
1-535418135,Accepted,Michal,2011/07/28 13:24:26.000000,1,31
1-535418135,Accepted,Michal,2012/01/19 15:23:31.000000,1,31
1-535418135,Completed,Michal,2012/01/19 15:25:35.000000,3,31
1-539000895,Accepted,Jonas,2011/07/05 10:24:39.000000,1,22
1-539000895,Completed,Jonas,2012/05/15 14:57:12.000000,3,22
1-539083171,Accepted,Katarina,2011/07/05 13:33:46.000000,1,26
1-539083171,Accepted,Katarina,2012/02/15 17:33:28.000000,1,26
1-539083171,Completed,Katarina,2012/05/23 17:00:04.000000,3,26
1-539805130,Accepted,Andrew,2011/07/07 14:45:46.000000,1,33
1-539805130,Accepted,Andrew,2011/11/01 17:28:16.000000,1,33
1-539805130,Completed,Andrew,2012/02/15 12:13:43.000000,3,33
1-537169872,Accepted,Daniel,2011/07/12 14:28:19.000000,1,39
1-537169872,Queued,Joakim,2011/09/05 09:14:45.000000,2,14
1-542027112,Accepted,Ian,2011/07/18 14:45:13.000000,1,27
1-542027112,Accepted,Ian,2011/07/18 14:48:49.000000,1,27
1-542027112,Accepted,Ian,2011/07/18 14:55:27.000000,1,27
1-542027112,Accepted,Ian,2011/09/09 12:17:31.000000,1,27
1-542919207,Accepted,Cyril,2011/07/22 08:56:05.000000,1,40
1-542919207,Queued,Cyril,2011/07/22 09:03:11.000000,2,40
1-542940765,Accepted,Fredrik,2011/07/22 10:23:23.000000,1,21
1-542940765,Accepted,Fredrik,2011/10/05 21:40:23.000000,1,21
1-542940765,Queued,Fredrik,2011/10/05 21:40:40.000000,2,21
1-542940765,Accepted,Fredrik,2012/02/21 14:43:18.000000,1,21
1-542940765,Queued,Fredrik,2012/02/21 14:44:28.000000,2,21
1-542940765,Accepted,Fredrik,2012/02/22 16:01:36.000000,1,21
1-542940765,Completed,Fredrik,2012/02/22 16:08:59.000000,3,21
1-543300099,Accepted,Ian,2011/07/25 12:47:13.000000,1,27
1-543300099,Accepted,Ian,2011/07/25 15:39:06.000000,1,27
1-543300099,Accepted,Ian,2011/09/09 12:17:02.000000,1,27
1-545738536,Accepted,Tomas,2011/08/08 07:08:01.000000,1,1
1-545738536,Accepted,Tomas,2011/08/08 07:12:59.000000,1,1
1-545738536,Accepted,Tomas,2011/09/01 22:51:36.000000,1,1
1-546838031,Queued,Tomas,2011/08/09 19:46:45.000000,2,1
1-546838031,Queued,Tomas,2011/08/11 18:51:34.000000,2,1
1-546838031,Accepted,Tomas,2011/10/20 13:52:40.000000,1,1
1-546838031,Accepted,Tomas,2011/10/20 13:54:16.000000,1,1
1-546838031,Completed,Tomas,2012/04/24 12:58:43.000000,3,1
1-547617088,Accepted,Ian,2011/08/10 12:47:08.000000,1,27
1-547617088,Accepted,Ian,2011/08/10 13:04:12.000000,1,27
1-547617088,Accepted,Andrew,2011/08/23 10:28:02.000000,1,33
1-547617088,Accepted,Andrew,2011/08/23 10:29:30.000000,1,33
1-547617088,Completed,Andrew,2012/02/15 12:14:44.000000,3,33
1-549431982,Accepted,Craig,2011/08/13 16:56:32.000000,1,12
1-549431982,Queued,Craig,2011/08/13 17:00:02.000000,2,12
1-545911672,Queued,Fredrik,2011/08/15 09:08:23.000000,2,21
1-545911672,Accepted,Mattias,2012/01/24 11:52:59.000000,1,41
1-545911672,Completed,Mattias,2012/01/24 11:58:41.000000,3,41
1-550611848,Accepted,Bharath,2011/08/16 15:45:30.000000,1,42
1-550611848,Completed,Bharath,2012/05/04 10:56:48.000000,3,42
1-560404489,Accepted,Praveen,2011/08/23 05:23:57.000000,1,43
1-560404489,Queued,Praveen,2011/08/23 05:29:58.000000,2,43
1-560404489,Queued,Martin,2011/08/23 07:53:33.000000,2,28
1-560404489,Accepted,Steve,2011/08/23 10:17:21.000000,1,44
1-560404489,Accepted,Steve,2011/08/23 13:19:04.000000,1,44
1-560404489,Accepted,Per,2011/12/15 13:51:36.000000,1,15
1-560404489,Accepted,Mikael,2011/12/15 17:13:32.000000,1,34
1-560404489,Queued,Mikael,2011/12/16 10:22:44.000000,2,34
1-367921041,Queued,Srinivasan,2011/08/24 20:27:17.000000,2,45
1-367921041,Accepted,Aneesh V,2011/08/29 03:54:38.000000,1,46
1-367921041,Accepted,Rijin,2011/08/29 03:55:29.000000,1,20
1-367921041,Accepted,Rijin,2011/08/29 13:48:47.000000,1,20
1-367921041,Accepted,Aneesh V,2011/11/11 15:57:44.000000,1,46
1-367921041,Accepted,Aneesh V,2011/11/21 08:27:41.000000,1,46
1-367921041,Accepted,Aneesh V,2012/02/29 17:54:59.000000,1,46
1-367921041,Completed,Aneesh V,2012/02/29 17:56:23.000000,3,46
1-563779807,Accepted,Ian,2011/08/29 17:33:51.000000,1,27
1-563779807,Accepted,Ian,2011/08/29 17:38:53.000000,1,27
1-563779807,Accepted,Ian,2011/09/09 12:16:42.000000,1,27
1-563779807,Accepted,Ian,2011/09/21 10:38:15.000000,1,27
1-564738994,Accepted,Murali,2011/08/31 05:45:43.000000,1,47
1-564738994,Accepted,Murali,2011/08/31 05:46:56.000000,1,47
1-564738994,Accepted,Murali,2012/01/04 12:02:10.000000,1,47
1-564738994,Completed,Murali,2012/03/04 09:50:51.000000,3,47
1-565905115,Accepted,Rohan,2011/09/01 13:01:39.000000,1,48
1-565905115,Accepted,Rohan,2011/12/22 08:41:16.000000,1,48
1-565905115,Completed,Rohan,2012/01/04 12:31:27.000000,3,48
1-566096602,Accepted,Wim,2011/09/01 16:35:37.000000,1,49
1-566096602,Completed,Wim,2012/03/23 10:52:02.000000,3,49
1-566661201,Accepted,Wim,2011/09/02 16:12:56.000000,1,49
1-566661201,Accepted,Wim,2011/09/02 16:20:41.000000,1,49
1-566661201,Completed,Wim,2012/01/18 11:58:16.000000,3,49
1-572078531,Accepted,Inger,2011/09/08 10:39:42.000000,1,50
1-572078531,Queued,Inger,2011/09/08 11:52:27.000000,2,50
1-572078531,Accepted,Frederic,2011/09/12 10:50:43.000000,1,51
1-573830584,Accepted,Per,2011/09/13 16:40:50.000000,1,15
1-573830584,Accepted,Per,2011/10/29 10:43:50.000000,1,15
1-573830584,Accepted,Mikael,2012/01/18 12:54:46.000000,1,34
1-573830584,Accepted,Lena,2012/01/18 12:54:47.000000,1,52
1-573830584,Accepted,Mikael,2012/03/30 10:13:30.000000,1,34
1-573830584,Accepted,Lena,2012/03/30 12:56:49.000000,1,52
1-573830584,Accepted,Lena,2012/03/30 13:05:12.000000,1,52
1-573830584,Accepted,Lena,2012/03/30 14:58:40.000000,1,52
1-573830584,Completed,Lena,2012/03/30 14:58:45.000000,3,52
1-574222268,Accepted,David,2011/09/14 15:33:52.000000,1,10
1-574222268,Accepted,David,2012/01/30 13:41:47.000000,1,10
1-574222268,Accepted,David,2012/01/30 13:41:48.000000,1,10
1-574222268,Accepted,David,2012/01/30 21:44:11.000000,1,10
1-574222268,Accepted,David,2012/01/30 21:46:13.000000,1,10
1-574222268,Completed,David,2012/01/30 21:46:22.000000,3,10
1-574623837,Accepted,Radoslaw,2011/09/15 14:59:18.000000,1,53
1-574623837,Accepted,Radoslaw,2011/10/12 12:02:06.000000,1,53
1-574623837,Accepted,Radoslaw,2012/01/19 13:05:18.000000,1,53
1-574623837,Completed,Radoslaw,2012/01/19 13:08:49.000000,3,53
1-575690736,Accepted,Wim,2011/09/19 14:44:47.000000,1,49
1-575690736,Accepted,Wim,2011/09/20 14:06:13.000000,1,49
1-575690736,Accepted,Wim,2011/09/21 09:44:31.000000,1,49
1-575690736,Completed,Wim,2012/03/23 10:52:42.000000,3,49
1-577996886,Accepted,Ing-Marie,2011/09/27 03:53:16.000000,1,18
1-577996886,Queued,Ing-Marie,2011/10/06 12:46:24.000000,2,18
1-577996886,Queued,Ing-Marie,2011/10/18 15:00:00.000000,2,18
1-577996886,Queued,Peter,2011/12/16 18:27:10.000000,2,11
1-577996886,Queued,Peter,2012/01/17 15:31:59.000000,2,11
1-577996886,Accepted,Anup,2012/05/23 12:26:26.000000,1,54
1-577996886,Completed,Anup,2012/05/23 12:26:40.000000,3,54
1-578105842,Accepted,Robert,2011/09/27 08:38:17.000000,1,55
1-578105842,Queued,Robert,2011/09/27 08:41:46.000000,2,55
1-578105842,Queued,Robert,2011/09/28 03:11:27.000000,2,55
1-578252937,Accepted,Lars-Ove,2011/09/27 13:03:45.000000,1,56
1-578252937,Completed,Lars-Ove,2012/04/17 11:36:39.000000,3,56
1-578612990,Accepted,Peter,2011/09/28 10:10:15.000000,1,11
1-578612990,Accepted,Peter,2011/09/28 10:11:24.000000,1,11
1-578612990,Queued,Peter,2011/09/29 21:24:51.000000,2,11
1-578612990,Accepted,Jorgen,2011/10/13 13:29:22.000000,1,57
1-578612990,Accepted,Jorgen,2011/12/14 16:01:57.000000,1,57
1-578612990,Completed,Jorgen,2012/02/29 14:57:57.000000,3,57
1-577737791,Queued,Robert,2011/09/29 12:32:15.000000,2,55
1-579250167,Accepted,Hineesh,2011/09/30 03:22:34.000000,1,58
1-579250167,Accepted,Hineesh,2012/01/05 21:58:23.000000,1,58
1-579250167,Completed,Hineesh,2012/04/12 13:37:07.000000,3,58
1-579636429,Accepted,Roland,2011/09/30 20:11:41.000000,1,25
1-579636429,Completed,Roland,2012/01/26 11:38:12.000000,3,25
1-580464971,Accepted,Carlos,2011/10/03 21:02:40.000000,1,59
1-580464971,Queued,Carlos,2011/12/09 12:34:50.000000,2,59
1-580464971,Accepted,Thiago,2011/12/19 13:54:48.000000,1,60
1-580464971,Queued,Viktoria,2011/12/19 14:01:51.000000,2,24
1-580464971,Accepted,Adam,2012/02/20 10:41:00.000000,1,61
1-524375607,Accepted,Els,2011/10/05 07:38:35.000000,1,62
1-524375607,Accepted,Jo,2011/10/05 08:03:00.000000,1,63
1-524375607,Accepted,Jo,2011/11/08 14:44:51.000000,1,63
