CaseID,Activity,Resource,Timestamp,ActivityID,ResourceID
1-182640781,Completed,Niklas,2012/01/03 11:31:53.000000,3,4
1-230541365,Accepted,Tomas,2008/05/07 17:58:51.000000,2,2
1-230541365,Accepted,Tomas,2008/10/06 15:44:37.000000,2,2
1-230541365,Accepted,Tomas,2009/12/02 14:24:34.000000,2,2
1-230541365,Accepted,Tomas,2011/09/01 23:27:50.000000,2,2
1-230541365,Accepted,Tomas,2011/09/01 23:27:55.000000,2,2
1-230541365,Accepted,Carrie,2012/01/20 07:53:32.000000,2,3
1-230541365,Completed,Carrie,2012/01/20 07:53:35.000000,3,3
1-236817141,Accepted,Tomas,2008/06/04 11:02:18.000000,2,2
1-236817141,Accepted,Tomas,2009/12/02 14:24:34.000000,2,2
1-236817141,Queued,Tomas,2010/08/25 10:06:45.000000,1,2
1-236817141,Accepted,Tomas,2011/09/03 07:02:11.000000,2,2
1-236817141,Accepted,Niklas,2011/11/14 16:09:27.000000,2,4
1-236817141,Accepted,Tomas,2012/01/05 14:08:18.000000,2,2
1-236817141,Completed,Tomas,2012/01/05 14:09:00.000000,3,2
1-270399977,Accepted,Juan,2008/11/13 09:43:32.000000,2,5
1-270399977,Accepted,Juan,2012/01/30 10:56:24.000000,2,5
1-270399977,Accepted,Juan,2012/01/30 11:12:05.000000,2,5
1-270399977,Queued,Earl,2012/02/16 14:52:16.000000,1,6
1-270399977,Accepted,Juan,2012/02/16 15:09:17.000000,2,5
1-270399977,Queued,Earl,2012/02/16 15:09:43.000000,1,6
1-270399977,Accepted,Juan,2012/02/16 15:10:10.000000,2,5
1-270399977,Completed,Juan,2012/03/19 09:26:32.000000,3,5
1-270427461,Accepted,Tomas,2008/11/13 11:01:04.000000,2,2
1-270427461,Accepted,Tomas,2009/12/02 14:24:35.000000,2,2
1-270427461,Accepted,Tomas,2011/11/14 15:57:27.000000,2,2
1-270427461,Accepted,Carrie,2012/01/18 10:17:14.000000,2,3
1-270427461,Completed,Carrie,2012/01/18 10:19:21.000000,3,3
1-310231291,Accepted,Mats,2009/06/25 08:47:52.000000,2,7
1-310231291,Accepted,Mats,2012/03/28 12:10:36.000000,2,7
1-310231291,Completed,Mats,2012/03/28 12:12:08.000000,3,7
1-316086072,Accepted,Per,2009/08/11 07:44:51.000000,2,8
1-316086072,Queued,Per,2009/08/11 07:55:12.000000,1,8
1-316086072,Accepted,Per,2009/08/11 11:01:25.000000,2,8
1-316086072,Queued,Per,2010/05/18 11:35:53.000000,1,8
1-316086072,Accepted,Tony,2010/06/16 11:00:32.000000,2,9
1-316086072,Accepted,Tony,2011/10/01 21:40:28.000000,2,9
1-316086072,Queued,Tony,2011/12/07 12:41:00.000000,1,9
1-316086072,Accepted,Reza,2012/02/15 12:01:20.000000,2,10
1-316086072,Completed,Reza,2012/02/19 21:57:21.000000,3,10
1-320604521,Accepted,Richard,2009/09/07 13:33:24.000000,2,11
1-320604521,Unmatched,Richard,2009/09/14 10:37:50.000000,4,11
1-320604521,Completed,Richard,2012/04/30 11:21:43.000000,3,11
1-322204195,Queued,Adam,2009/09/16 21:42:12.000000,1,12
1-322204195,Accepted,Adam,2009/09/28 10:26:19.000000,2,12
1-322204195,Accepted,Adam,2009/09/28 10:26:30.000000,2,12
1-322204195,Queued,Adam,2010/04/08 11:09:22.000000,1,12
1-322204195,Queued,Adam,2010/04/08 11:11:51.000000,1,12
1-322204195,Accepted,Adam,2010/04/12 09:05:58.000000,2,12
1-322204195,Accepted,Adam,2010/04/12 09:10:24.000000,2,12
1-322204195,Accepted,Adam,2011/10/18 15:09:14.000000,2,12
1-322204195,Accepted,Adam,2012/05/24 09:02:19.000000,2,12
1-322204195,Completed,Adam,2012/05/24 10:03:31.000000,3,12
1-322581861,Accepted,Stefan,2009/09/18 11:50:02.000000,2,13
1-322581861,Unmatched,Stefan,2009/11/17 14:07:38.000000,4,13
1-322581861,Completed,Stefan,2012/03/13 11:53:35.000000,3,13
1-322980802,Accepted,Kerstin,2009/09/21 13:13:43.000000,2,14
1-322980802,Completed,Kerstin,2012/02/07 13:22:11.000000,3,14
1-323264491,Accepted,Reine,2009/09/22 13:22:05.000000,2,15
1-323264491,Accepted,Reine,2009/09/22 13:25:17.000000,2,15
1-323264491,Completed,Reine,2012/05/24 09:57:49.000000,3,15
1-323462732,Accepted,Rajashekar,2009/09/23 10:52:27.000000,2,16
1-323462732,Accepted,Rajashekar,2010/01/04 09:00:17.000000,2,16
1-323462732,Accepted,Rajashekar,2010/03/17 16:36:20.000000,2,16
1-323462732,Accepted,Rajashekar,2010/11/09 12:35:55.000000,2,16
1-323462732,Accepted,Rajashekar,2010/11/09 14:20:48.000000,2,16
1-323462732,Accepted,Kalpesh,2012/03/30 07:00:47.000000,2,17
1-323462732,Accepted,Tise,2012/03/30 07:05:44.000000,2,18
1-323462732,Accepted,TulasiPrasad,2012/04/19 09:01:14.000000,2,19
1-323462732,Completed,TulasiPrasad,2012/04/19 09:01:38.000000,3,19
1-327329880,Accepted,Carrie,2009/10/14 17:12:54.000000,2,3
1-327329880,Accepted,Carrie,2009/12/02 14:24:37.000000,2,3
1-327329880,Accepted,Carrie,2011/09/01 23:22:08.000000,2,3
1-327329880,Accepted,Carrie,2012/02/01 09:46:54.000000,2,3
1-327329880,Completed,Carrie,2012/02/01 09:46:57.000000,3,3
1-329451027,Accepted,Henrik,2009/10/26 14:47:10.000000,2,20
1-329451027,Unmatched,Henrik,2009/10/27 09:57:26.000000,4,20
1-329451027,Queued,Henrik,2010/03/02 13:44:22.000000,1,20
1-329451027,Accepted,Katarzyna,2010/03/02 13:46:10.000000,2,21
1-329451027,Accepted,Katarzyna,2010/03/02 13:46:18.000000,2,21
1-329451027,Accepted,Damian,2011/04/11 08:10:20.000000,2,22
1-329451027,Accepted,Katarzyna,2011/04/11 08:11:48.000000,2,21
1-329451027,Accepted,Katarzyna,2011/11/28 08:21:27.000000,2,21
1-329451027,Accepted,Katarzyna,2012/03/30 09:53:50.000000,2,21
1-329451027,Completed,Katarzyna,2012/03/30 09:53:53.000000,3,21
1-329647261,Accepted,Henrik,2009/10/27 09:42:40.000000,2,20
1-329647261,Accepted,Henrik,2009/10/27 09:42:49.000000,2,20
1-329647261,Queued,Henrik,2010/03/02 13:43:43.000000,1,20
1-329647261,Accepted,Ricardo,2010/03/02 13:44:26.000000,2,23
1-329647261,Accepted,Katarzyna,2010/03/03 08:04:11.000000,2,21
1-329647261,Accepted,Katarzyna,2010/06/13 21:32:03.000000,2,21
1-329647261,Accepted,Damian,2011/04/11 08:12:04.000000,2,22
1-329647261,Accepted,Damian,2011/11/23 11:55:39.000000,2,22
1-329647261,Completed,Damian,2012/01/19 08:55:41.000000,3,22
1-330634474,Accepted,Henrik,2009/10/30 13:49:04.000000,2,20
1-330634474,Accepted,Henrik,2009/10/30 13:57:13.000000,2,20
1-330634474,Queued,Henrik,2010/03/02 13:43:50.000000,1,20
1-330634474,Accepted,Katarzyna,2010/03/02 13:45:25.000000,2,21
1-330634474,Accepted,Katarzyna,2010/03/02 13:45:37.000000,2,21
1-330634474,Completed,Katarzyna,2012/03/30 09:54:30.000000,3,21
1-331478885,Accepted,Roger,2009/11/04 08:07:28.000000,2,24
1-331478885,Accepted,Roger,2010/03/03 15:51:55.000000,2,24
1-331478885,Accepted,Piotr,2010/03/03 15:52:18.000000,2,25
1-331478885,Accepted,Piotr,2010/05/24 16:04:58.000000,2,25
1-331478885,Accepted,Henrik,2010/08/09 11:39:59.000000,2,20
1-331478885,Accepted,Katarzyna,2012/04/02 09:18:59.000000,2,21
1-331478885,Completed,Katarzyna,2012/04/02 09:19:30.000000,3,21
1-332389008,Queued,Ingela,2009/11/09 16:38:14.000000,1,26
1-332389008,Accepted,Ingela,2009/11/24 09:41:50.000000,2,26
1-332389008,Accepted,Ingela,2010/09/10 09:45:16.000000,2,26
1-332389008,Accepted,Ingela,2011/03/28 10:52:46.000000,2,26
1-332389008,Accepted,Ingela,2012/01/04 15:53:26.000000,2,26
1-332389008,Completed,Ingela,2012/04/13 12:41:36.000000,3,26
1-333164156,Accepted,Liesbet,2009/11/12 13:41:27.000000,2,27
1-333164156,Accepted,Liesbet,2010/09/17 09:33:52.000000,2,27
1-333164156,Queued,Timothy,2010/11/12 19:22:19.000000,1,28
1-333164156,Accepted,Ian,2010/11/23 15:10:22.000000,2,29
1-333164156,Accepted,Alan,2011/01/07 14:55:04.000000,2,30
1-333164156,Accepted,Alan,2011/01/11 17:13:42.000000,2,30
1-333164156,Accepted,Lars,2011/05/19 14:45:16.000000,2,31
1-333164156,Queued,Ibrahim,2011/05/19 14:49:04.000000,1,32
1-333164156,Accepted,Ibrahim,2011/08/25 14:24:01.000000,2,32
1-333164156,Queued,Ward,2011/08/25 14:24:43.000000,1,33
1-333164156,Accepted,Liesbet,2011/08/25 14:25:33.000000,2,27
1-333164156,Accepted,Liesbet,2011/10/26 16:07:30.000000,2,27
1-333164156,Completed,Liesbet,2012/03/30 10:45:20.000000,3,27
1-335260940,Accepted,Joris,2009/11/24 09:44:43.000000,2,34
1-335260940,Queued,Joris,2009/11/30 10:45:01.000000,1,34
1-335260940,Accepted,Joris,2010/03/14 13:40:26.000000,2,34
1-335260940,Unmatched,Joris,2010/03/14 13:40:36.000000,4,34
1-335260940,Completed,Joris,2012/01/18 14:26:41.000000,3,34
1-337229341,Unmatched,Lars,2009/12/04 12:10:14.000000,4,31
1-337229341,Accepted,Lars,2010/11/29 11:52:49.000000,2,31
1-337229341,Accepted,Lars,2012/04/14 16:22:00.000000,2,31
1-337229341,Completed,Lars,2012/04/14 16:22:21.000000,3,31
1-338946805,Accepted,Andre,2009/12/14 14:29:17.000000,2,35
1-338946805,Accepted,Andre,2012/01/10 09:32:43.000000,2,35
1-338946805,Completed,Andre,2012/01/10 09:33:57.000000,3,35
1-339798202,Accepted,Minnie,2009/12/16 12:59:24.000000,2,1
1-339798202,Accepted,Minnie,2012/03/15 12:21:25.000000,2,1
1-339798202,Completed,Minnie,2012/03/15 12:21:47.000000,3,1
1-339889001,Accepted,Kenny,2009/12/16 20:47:26.000000,2,36
1-339889001,Accepted,Kenny,2012/03/14 13:04:51.000000,2,36
1-339889001,Completed,Kenny,2012/03/14 13:07:29.000000,3,36
1-340984229,Accepted,Jüri,2009/12/22 09:09:31.000000,2,37
1-340984229,Unmatched,Jüri,2009/12/22 09:25:22.000000,4,37
1-340984229,Completed,Jüri,2012/02/01 12:38:06.000000,3,37
1-341002175,Accepted,Jüri,2009/12/22 10:56:03.000000,2,37
1-341002175,Accepted,Jüri,2012/02/01 12:39:50.000000,2,37
1-341002175,Completed,Jüri,2012/02/01 12:40:25.000000,3,37
1-342442140,Accepted,Lena,2010/01/05 16:42:20.000000,2,38
1-342442140,Completed,Lena,2012/03/20 16:14:00.000000,3,38
1-345132462,Accepted,Tomas,2010/01/14 10:34:54.000000,2,2
1-345132462,Accepted,Tomas,2010/01/27 10:43:29.000000,2,2
1-345132462,Accepted,Tomas,2010/02/03 10:20:05.000000,2,2
1-345132462,Accepted,Tomas,2010/02/22 08:33:08.000000,2,2
1-345132462,Accepted,Tomas,2011/09/01 23:17:47.000000,2,2
1-345132462,Accepted,Carrie,2012/02/01 10:24:17.000000,2,3
1-345132462,Completed,Carrie,2012/02/01 10:24:59.000000,3,3
1-345255471,Accepted,Mats,2010/01/14 15:02:21.000000,2,7
1-345255471,Queued,Mats,2010/01/15 15:10:22.000000,1,7
1-345255471,Queued,Mats,2011/09/23 14:06:05.000000,1,7
1-345255471,Accepted,Mats,2012/02/08 08:11:21.000000,2,7
1-345255471,Completed,Mats,2012/02/08 08:14:29.000000,3,7
1-347461373,Accepted,Daniel,2010/01/21 16:42:26.000000,2,39
1-347461373,Accepted,Daniel,2012/04/11 15:38:17.000000,2,39
1-347461373,Completed,Daniel,2012/04/11 15:39:02.000000,3,39
1-347924629,Accepted,Ann,2010/01/25 07:44:36.000000,2,40
1-347924629,Accepted,Ann,2011/12/16 10:26:27.000000,2,40
1-347924629,Accepted,Ann,2012/03/30 12:09:18.000000,2,40
1-347924629,Completed,Ann,2012/03/30 12:24:18.000000,3,40
1-347923966,Accepted,Roger,2010/01/25 09:19:08.000000,2,24
1-347923966,Accepted,Roger,2010/02/08 11:41:12.000000,2,24
1-347923966,Accepted,Roger,2010/03/03 15:54:09.000000,2,24
1-347923966,Accepted,Barbara,2010/03/03 15:54:25.000000,2,41
1-347923966,Accepted,Barbara,2012/03/28 13:39:46.000000,2,41
1-347923966,Completed,Barbara,2012/03/28 13:39:49.000000,3,41
1-349857482,Accepted,Anders,2010/01/27 13:58:09.000000,2,42
1-349857482,Completed,Anders,2012/02/29 12:20:13.000000,3,42
1-351187625,Accepted,Daniel,2010/02/02 15:50:20.000000,2,39
1-351187625,Accepted,Daniel,2012/04/11 15:39:33.000000,2,39
1-351187625,Completed,Daniel,2012/04/11 15:40:09.000000,3,39
1-351314317,Accepted,Ewa,2010/02/03 09:34:32.000000,2,43
1-351314317,Queued,Ewa,2010/02/03 09:45:18.000000,1,43
1-351314317,Accepted,Ewa,2010/02/03 10:40:51.000000,2,43
1-351314317,Accepted,Ewa,2010/02/03 10:40:58.000000,2,43
1-351314317,Accepted,Ewa,2011/12/20 22:25:19.000000,2,43
1-351314317,Completed,Ewa,2012/01/03 13:13:02.000000,3,43
1-351869391,Accepted,Carrie,2010/02/05 10:00:12.000000,2,3
1-351869391,Accepted,Carrie,2012/02/23 14:34:50.000000,2,3
1-351869391,Completed,Carrie,2012/02/23 14:37:00.000000,3,3
1-353818791,Queued,Martin,2010/02/12 14:00:54.000000,1,44
1-353818791,Accepted,Martin,2010/02/12 14:01:08.000000,2,44
1-353818791,Queued,Martin,2010/10/28 18:15:39.000000,1,44
1-353818791,Accepted,Bjorn,2010/10/29 16:11:03.000000,2,45
1-353818791,Completed,Bjorn,2012/04/04 14:41:41.000000,3,45
1-354039443,Accepted,Carolyn,2010/02/15 07:41:51.000000,2,46
1-354039443,Accepted,Carolyn,2010/02/15 07:48:52.000000,2,46
1-354039443,Accepted,Carolyn,2010/02/15 12:10:30.000000,2,46
1-354039443,Accepted,Ewa,2011/12/28 15:05:47.000000,2,43
1-354039443,Completed,Ewa,2012/01/30 12:29:51.000000,3,43
1-354090772,Accepted,Roger,2010/02/15 09:33:11.000000,2,24
1-354090772,Accepted,Roger,2010/02/15 09:34:41.000000,2,24
1-354090772,Accepted,Roger,2010/03/02 13:59:28.000000,2,24
1-354090772,Queued,Henrik,2010/03/02 14:01:04.000000,1,20
1-354090772,Accepted,Henrik,2010/03/02 14:07:11.000000,2,20
1-354090772,Accepted,Ewa,2010/03/02 14:07:48.000000,2,43
1-354090772,Accepted,Ewa,2010/03/02 14:11:18.000000,2,43
1-354090772,Accepted,Katarzyna,2011/04/11 07:48:47.000000,2,21
1-354090772,Accepted,Damian,2011/04/11 08:08:44.000000,2,22
1-354090772,Accepted,Damian,2011/11/23 11:55:49.000000,2,22
1-354090772,Completed,Damian,2012/01/19 08:56:20.000000,3,22
1-354350908,Accepted,Tomas,2010/02/16 11:03:41.000000,2,2
1-354350908,Accepted,Tomas,2011/09/01 23:16:31.000000,2,2
1-354350908,Accepted,Carrie,2012/01/20 08:40:03.000000,2,3
1-354350908,Completed,Carrie,2012/01/20 08:40:20.000000,3,3
1-354376900,Accepted,Tomas,2010/02/16 11:04:37.000000,2,2
1-354376900,Accepted,Tomas,2011/09/01 23:16:15.000000,2,2
1-354376900,Accepted,Carrie,2012/02/01 10:16:03.000000,2,3
1-354376900,Completed,Carrie,2012/02/01 10:16:53.000000,3,3
1-356055231,Accepted,Henrik,2010/02/23 13:10:59.000000,2,20
1-356055231,Accepted,Henrik,2010/02/23 13:13:19.000000,2,20
1-356055231,Queued,Henrik,2010/03/02 13:44:01.000000,1,20
1-356055231,Accepted,Katarzyna,2010/03/02 13:46:47.000000,2,21
1-356055231,Accepted,Katarzyna,2010/03/02 13:46:58.000000,2,21
1-356055231,Accepted,Damian,2011/11/28 08:20:33.000000,2,22
1-356055231,Accepted,Damian,2011/11/28 08:20:57.000000,2,22
1-356055231,Completed,Damian,2012/01/19 08:59:01.000000,3,22
1-356879617,Accepted,Carolyn,2010/02/26 13:39:44.000000,2,46
1-356879617,Queued,Carolyn,2010/02/26 13:45:58.000000,1,46
1-356879617,Accepted,Naga,2010/02/26 18:04:51.000000,2,47
1-356879617,Accepted,Naga,2010/02/26 18:08:30.000000,2,47
1-356879617,Accepted,Naga,2010/02/26 18:09:05.000000,2,47
1-356879617,Accepted,Naga,2010/02/26 18:09:42.000000,2,47
1-356879617,Accepted,Naga,2010/02/26 18:11:57.000000,2,47
1-356879617,Accepted,Carolyn,2010/02/26 18:12:06.000000,2,46
1-356879617,Accepted,Ewa,2012/01/19 10:01:46.000000,2,43
1-356879617,Completed,Ewa,2012/01/19 10:02:07.000000,3,43
1-357087417,Accepted,Carolyn,2010/03/01 06:54:12.000000,2,46
1-357087417,Queued,Carolyn,2010/03/01 07:04:33.000000,1,46
1-357087417,Accepted,Naga,2010/03/01 11:53:51.000000,2,47
1-357087417,Accepted,Carolyn,2010/03/01 12:00:54.000000,2,46
1-357087417,Accepted,Ewa,2011/12/28 16:01:17.000000,2,43
1-357087417,Completed,Ewa,2012/01/30 12:30:21.000000,3,43
1-357610411,Accepted,Reine,2010/03/02 11:41:18.000000,2,15
1-357610411,Accepted,Reine,2010/09/19 08:21:17.000000,2,15
1-357610411,Completed,Reine,2012/02/01 16:42:48.000000,3,15
1-358038911,Accepted,Daniel,2010/03/03 19:25:03.000000,2,39
1-358038911,Unmatched,Daniel,2010/03/11 15:44:02.000000,4,39
1-358038911,Accepted,Daniel,2010/08/16 10:54:31.000000,2,39
1-358038911,Accepted,Daniel,2010/08/16 11:13:10.000000,2,39
1-358038911,Accepted,Helene,2012/01/17 07:59:31.000000,2,48
1-358038911,Completed,Helene,2012/01/17 07:59:59.000000,3,48
1-358776870,Accepted,Katarzyna,2010/03/08 09:17:56.000000,2,21
1-358776870,Accepted,Katarzyna,2010/03/08 09:19:32.000000,2,21
1-358776870,Completed,Katarzyna,2012/03/30 09:59:03.000000,3,21
1-359215498,Accepted,Damian,2010/03/09 11:28:51.000000,2,22
1-359215498,Accepted,Damian,2011/04/11 08:09:41.000000,2,22
1-359215498,Accepted,Katarzyna,2011/04/11 08:11:23.000000,2,21
1-359215498,Accepted,Katarzyna,2011/11/28 08:21:08.000000,2,21
1-359215498,Completed,Katarzyna,2012/03/30 10:01:23.000000,3,21
1-359781492,Accepted,Eva,2010/03/11 10:02:02.000000,2,49
1-359781492,Completed,Eva,2012/03/15 14:27:03.000000,3,49
1-359841262,Accepted,Tomas,2010/03/11 14:06:34.000000,2,2
1-359841262,Accepted,Tomas,2010/03/11 14:10:10.000000,2,2
1-359841262,Queued,Tomas,2010/03/11 14:12:19.000000,1,2
1-359841262,Accepted,Pawel,2010/03/11 14:12:35.000000,2,50
1-359841262,Queued,Tomas,2010/03/11 14:12:46.000000,1,2
1-359841262,Accepted,Pawel,2010/03/11 14:13:02.000000,2,50
1-359841262,Accepted,Tomas,2010/07/20 08:25:18.000000,2,2
1-359841262,Accepted,Tomas,2011/09/05 08:28:42.000000,2,2
1-359841262,Accepted,Carrie,2012/01/20 08:24:45.000000,2,3
1-359841262,Completed,Carrie,2012/01/20 08:24:59.000000,3,3
1-360072755,Accepted,Mateusz,2010/03/12 15:55:50.000000,2,51
1-360072755,Queued,Tomas,2010/08/25 10:04:56.000000,1,2
1-360072755,Accepted,Tomas,2011/09/03 06:49:00.000000,2,2
1-360072755,Accepted,Niklas,2011/11/14 16:10:03.000000,2,4
1-360072755,Accepted,Niklas,2012/01/12 09:23:04.000000,2,4
1-360072755,Accepted,Martin,2012/03/08 10:22:52.000000,2,44
1-360072755,Completed,Martin,2012/03/08 10:24:51.000000,3,44
1-360464815,Accepted,Panigrahy,2010/03/15 14:40:16.000000,2,52
1-360464815,Accepted,Panigrahy,2010/04/15 15:32:45.000000,2,52
1-360464815,Accepted,Panigrahy,2011/06/09 10:37:15.000000,2,52
1-360464815,Completed,Panigrahy,2012/02/21 14:57:48.000000,3,52
1-360667704,Accepted,Barbara,2010/03/16 08:44:27.000000,2,41
1-360667704,Accepted,Barbara,2010/06/15 08:42:52.000000,2,41
1-360667704,Completed,Barbara,2012/03/30 11:17:27.000000,3,41
1-361368011,Accepted,Didier,2010/03/18 11:44:05.000000,2,53
1-361368011,Accepted,Didier,2012/03/19 14:13:30.000000,2,53
1-361368011,Completed,Didier,2012/03/19 14:15:58.000000,3,53
1-363041157,Accepted,Lena,2010/03/26 08:24:05.000000,2,38
1-363041157,Completed,Lena,2012/03/20 16:16:39.000000,3,38
1-363206822,Accepted,Pawel,2010/03/26 14:03:21.000000,2,50
1-363206822,Accepted,Pawel,2010/03/26 14:05:35.000000,2,50
1-363206822,Queued,Tomas,2010/03/26 14:05:48.000000,1,2
1-363206822,Accepted,Tomas,2011/09/05 08:28:50.000000,2,2
1-363206822,Accepted,Carrie,2012/02/07 02:39:08.000000,2,3
1-363206822,Completed,Carrie,2012/02/07 02:39:40.000000,3,3
1-363549934,Accepted,Carolyn,2010/03/29 10:38:31.000000,2,46
1-363549934,Queued,Carolyn,2010/03/29 10:41:32.000000,1,46
1-363549934,Accepted,Kannan,2010/03/29 12:30:54.000000,2,54
1-363549934,Accepted,Carolyn,2010/03/29 12:30:58.000000,2,46
1-363549934,Accepted,Ewa,2012/01/19 10:09:44.000000,2,43
1-363549934,Completed,Ewa,2012/01/19 10:10:41.000000,3,43
1-364018090,Accepted,Celine,2010/03/30 17:13:33.000000,2,55
1-364018090,Accepted,Celine,2010/03/31 10:41:00.000000,2,55
1-364018090,Queued,Celine,2010/03/31 10:43:06.000000,1,55
1-364018090,Accepted,Celine,2010/03/31 10:43:07.000000,2,55
1-364018090,Accepted,Celine,2010/03/31 10:46:20.000000,2,55
1-364018090,Accepted,Celine,2010/10/07 15:45:29.000000,2,55
1-364018090,Completed,Celine,2012/04/24 17:18:24.000000,3,55
1-364458525,Accepted,Ann,2010/04/01 08:13:49.000000,2,40
1-364458525,Accepted,Ann,2012/03/30 12:12:07.000000,2,40
1-364458525,Accepted,Ann,2012/03/30 12:12:14.000000,2,40
1-364458525,Completed,Ann,2012/03/30 12:18:11.000000,3,40
1-364528467,Accepted,Y,2010/04/01 13:48:30.000000,2,56
1-364528467,Accepted,Y,2010/04/01 13:49:59.000000,2,56
1-364528467,Queued,Carolyn,2010/04/01 13:50:40.000000,1,46
1-364528467,Accepted,Kannan,2010/04/01 18:20:02.000000,2,54
1-364528467,Accepted,Carolyn,2010/04/01 18:20:07.000000,2,46
1-364528467,Accepted,Ewa,2012/01/19 10:14:11.000000,2,43
1-364528467,Completed,Ewa,2012/01/19 10:14:18.000000,3,43
1-365052802,Accepted,Linda,2010/04/06 08:16:15.000000,2,57
1-365052802,Accepted,Linda,2010/04/06 09:12:22.000000,2,57
1-365052802,Queued,Ing-Marie,2010/04/28 09:07:00.000000,1,58
1-365052802,Accepted,Veeraraghavendra,2010/04/28 09:35:20.000000,2,59
1-365052802,Unmatched,Veeraraghavendra,2010/04/28 09:40:07.000000,4,59
1-365052802,Completed,Veeraraghavendra,2012/02/01 12:25:53.000000,3,59
1-365189372,Accepted,Gustav,2010/04/06 14:35:51.000000,2,60
1-365189372,Unmatched,Gustav,2010/04/07 07:30:28.000000,4,60
1-365189372,Accepted,Gustav,2012/02/21 14:58:28.000000,2,60
1-365189372,Completed,Gustav,2012/02/21 15:00:21.000000,3,60
1-365702595,Accepted,Carolyn,2010/04/08 11:07:36.000000,2,46
1-365702595,Queued,Carolyn,2010/04/08 11:09:05.000000,1,46
1-365702595,Accepted,Kannan,2010/04/08 18:33:49.000000,2,54
1-365702595,Accepted,Carolyn,2010/04/08 18:33:54.000000,2,46
1-365702595,Accepted,Ewa,2011/12/30 10:00:16.000000,2,43
1-365702595,Completed,Ewa,2012/01/04 16:49:12.000000,3,43
1-366462246,Accepted,Daniel,2010/04/12 18:14:40.000000,2,39
1-366462246,Accepted,Daniel,2012/04/11 15:40:26.000000,2,39
1-366462246,Completed,Daniel,2012/04/11 15:40:52.000000,3,39
1-366509892,Accepted,Carolyn,2010/04/12 20:37:25.000000,2,46
1-366509892,Queued,Carolyn,2010/04/12 20:47:56.000000,1,46
1-366509892,Accepted,Kannan,2010/04/13 13:56:39.000000,2,54
1-366509892,Accepted,Carolyn,2010/04/13 13:56:44.000000,2,46
1-366509892,Accepted,Ewa,2012/01/30 12:42:19.000000,2,43
1-366509892,Completed,Ewa,2012/01/30 12:42:50.000000,3,43
1-366584206,Accepted,Carolyn,2010/04/13 08:38:30.000000,2,46
1-366584206,Queued,Carolyn,2010/04/13 08:44:30.000000,1,46
1-366584206,Accepted,Kannan,2010/04/13 13:59:01.000000,2,54
1-366584206,Accepted,Carolyn,2010/04/13 13:59:07.000000,2,46
1-366584206,Accepted,Ewa,2012/01/09 11:25:49.000000,2,43
1-366584206,Completed,Ewa,2012/01/09 11:25:51.000000,3,43
1-366698569,Accepted,Jerker,2010/04/13 13:37:07.000000,2,61
1-366698569,Accepted,Jerker,2010/04/19 15:59:00.000000,2,61
1-366698569,Accepted,Fredrik,2010/04/19 15:59:17.000000,2,62
1-366698569,Accepted,Fredrik,2010/12/13 10:28:11.000000,2,62
1-366698569,Accepted,Ingemar,2011/06/27 10:33:46.000000,2,63
1-366698569,Accepted,Arne,2011/06/27 11:29:07.000000,2,64
1-366698569,Accepted,Ingemar,2011/10/24 09:01:34.000000,2,63
1-366698569,Accepted,Stefan,2011/10/24 09:03:31.000000,2,13
1-366698569,Accepted,Stefan,2012/01/12 13:11:40.000000,2,13
1-366698569,Completed,Stefan,2012/01/12 13:11:59.000000,3,13
